date,openings_rate,quits_rate,layoffs_rate,openings_z,quits_z,layoffs_z,composite,jolts_mci,jolts_mci_ma12
2009-07-01,1.7,1.3,1.7,-1.5493147191134333,-1.9632800150278933,-0.590277013866263,-1.3676239160025299,76.2664185129119,77.5351538975714
2009-08-01,1.8,1.2,1.6,-1.470362041054315,-2.240318587233147,-0.41546644707467495,-1.3753823584540459,76.11523706970156,77.75108557719078
2009-09-01,1.9,1.2,1.7,-1.3914093629951967,-2.240318587233147,-0.590277013866263,-1.4073349880315356,75.49260634400147,78.03150160421934
2009-10-01,1.8,1.3,1.6,-1.470362041054315,-1.9632800150278933,-0.41546644707467495,-1.283036167718961,77.91470010336478,78.45272244294286
2009-11-01,1.9,1.4,1.5,-1.3914093629951967,-1.6862414428226404,-0.24065588028308646,-1.1061022287003077,81.36244472748083,79.71413054298425
2009-12-01,1.9,1.4,1.6,-1.3914093629951967,-1.6862414428226404,-0.41546644707467495,-1.1643724176308374,80.22698856940434,80.3707775399091
2010-01-01,2.1,1.3,1.4,-1.2335040068769598,-1.9632800150278933,-0.065845313491498,-1.0875431117987837,81.72408871664689,80.85078029742208
2010-02-01,2.0,1.4,1.4,-1.3124566849360781,-1.6862414428226404,-0.065845313491498,-1.0215144804167389,83.01072631793369,81.25714826641553
2010-03-01,2.0,1.4,1.5,-1.3124566849360781,-1.6862414428226404,-0.24065588028308646,-1.0797846693472681,81.87527015985721,81.91724327583093
2010-04-01,2.4,1.5,1.3,-0.9966459726996049,-1.409202870617387,0.10896525330009008,-0.7656278633389673,87.9969472391789,82.77917943185996
2010-05-01,2.2,1.4,1.3,-1.1545513288178413,-1.6862414428226404,0.10896525330009008,-0.9106091727801305,85.17183334076294,83.46941144037253
2010-06-01,2.1,1.5,1.6,-1.2335040068769598,-1.409202870617387,-0.41546644707467495,-1.019391108189674,83.05210246782029,83.77771005036907
2010-07-01,2.3,1.4,1.7,-1.0755986507587232,-1.6862414428226404,-0.590277013866263,-1.1173723691492088,81.14283414083337,84.2878498069792
2010-08-01,2.2,1.4,1.4,-1.1545513288178413,-1.6862414428226404,-0.065845313491498,-0.9688793617106599,84.03637718268646,84.52327596518053
2010-09-01,2.2,1.5,1.4,-1.1545513288178413,-1.409202870617387,-0.065845313491498,-0.8765331709755754,85.83584021634965,84.93879437528429
2010-10-01,2.4,1.4,1.3,-0.9966459726996049,-1.6862414428226404,0.10896525330009008,-0.8579740540740516,86.19748420551572,85.35431278538806
2010-11-01,2.4,1.4,1.4,-0.9966459726996049,-1.6862414428226404,-0.065845313491498,-0.9162442430045811,85.06202804743923,85.10973618607643
2010-12-01,2.3,1.5,1.4,-1.0755986507587232,-1.409202870617387,-0.065845313491498,-0.8502156116225361,86.34866564872603,85.25054099777138
2011-01-01,2.3,1.4,1.4,-1.0755986507587232,-1.6862414428226404,-0.065845313491498,-0.9425618023576204,84.54920261506284,85.55883960776792
2011-02-01,2.4,1.5,1.3,-0.9966459726996049,-1.409202870617387,0.10896525330009008,-0.7656278633389673,87.9969472391789,86.16360071088441
2011-03-01,2.4,1.5,1.4,-0.9966459726996049,-1.409202870617387,-0.065845313491498,-0.8238980522694966,86.8614910811024,86.44176232178377
2011-04-01,2.4,1.4,1.4,-0.9966459726996049,-1.6862414428226404,-0.065845313491498,-0.9162442430045811,85.06202804743923,86.69817503797196
2011-05-01,2.4,1.5,1.4,-0.9966459726996049,-1.409202870617387,-0.065845313491498,-0.8238980522694966,86.8614910811024,86.88171530236495
2011-06-01,2.6,1.5,1.5,-0.838740616581368,-1.409202870617387,-0.24065588028308646,-0.8295331224939471,86.75168578777868,87.11714146056629
2011-07-01,2.7,1.5,1.4,-0.7597879385222496,-1.409202870617387,-0.065845313491498,-0.7449453742103782,88.39996737823155,87.33081872405644
2011-08-01,2.5,1.5,1.4,-0.9176932946404864,-1.409202870617387,-0.065845313491498,-0.797580492916457,87.3743165134788,87.78907258685825
2011-09-01,2.8,1.5,1.4,-0.6808352604631315,-1.409202870617387,-0.065845313491498,-0.7186278148573387,88.91279281060793,87.92987739855322
